game_date,tipoff_time_utc,away_team,home_team,away_score,home_score,home_win,point_diff,source_url
2026-03-18,2026-03-19 00:30:00+00:00,Denver Nuggets,Memphis Grizzlies,118,125,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-18,2026-03-19 00:00:00+00:00,Los Angeles Clippers,New Orleans Pelicans,109,124,1,15,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-18,2026-03-19 00:00:00+00:00,Utah Jazz,Minnesota Timberwolves,111,147,1,36,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-18,2026-03-19 00:00:00+00:00,Toronto Raptors,Chicago Bulls,139,109,0,-30,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-18,2026-03-18 23:30:00+00:00,Portland Trail Blazers,Indiana Pacers,127,119,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-18,2026-03-18 23:30:00+00:00,Oklahoma City Thunder,Brooklyn Nets,121,92,0,-29,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-18,2026-03-18 23:00:00+00:00,Golden State Warriors,Boston Celtics,99,120,1,21,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-19,2026-03-20 01:00:00+00:00,Milwaukee Bucks,Utah Jazz,96,128,1,32,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-19,2026-03-20 00:00:00+00:00,Phoenix Suns,San Antonio Spurs,100,101,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-19,2026-03-20 00:00:00+00:00,Los Angeles Clippers,New Orleans Pelicans,99,105,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-19,2026-03-20 02:00:00+00:00,Philadelphia 76ers,Sacramento Kings,139,118,0,-21,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-19,2026-03-20 00:00:00+00:00,Cleveland Cavaliers,Chicago Bulls,115,110,0,-5,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-19,2026-03-19 23:00:00+00:00,Detroit Pistons,Washington Wizards,117,95,0,-22,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-19,2026-03-19 23:00:00+00:00,Orlando Magic,Charlotte Hornets,111,130,1,19,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-19,2026-03-20 00:00:00+00:00,Los Angeles Lakers,Miami Heat,134,126,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-20,2026-03-20 23:30:00+00:00,New York Knicks,Brooklyn Nets,93,92,0,-1,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-20,2026-03-20 23:30:00+00:00,Golden State Warriors,Detroit Pistons,101,115,1,14,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-20,2026-03-21 00:00:00+00:00,Atlanta Hawks,Houston Rockets,95,117,1,22,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-20,2026-03-21 00:00:00+00:00,Boston Celtics,Memphis Grizzlies,117,112,0,-5,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-20,2026-03-21 00:00:00+00:00,Portland Trail Blazers,Minnesota Timberwolves,108,104,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-20,2026-03-21 01:00:00+00:00,Toronto Raptors,Denver Nuggets,115,121,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-22 00:00:00+00:00,Indiana Pacers,San Antonio Spurs,119,134,1,15,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-22 02:00:00+00:00,Milwaukee Bucks,Phoenix Suns,108,105,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-22 01:30:00+00:00,Philadelphia 76ers,Utah Jazz,126,116,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-22 00:30:00+00:00,Los Angeles Clippers,Dallas Mavericks,138,131,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-22 00:00:00+00:00,Miami Heat,Houston Rockets,122,123,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-21 21:00:00+00:00,Oklahoma City Thunder,Washington Wizards,132,111,0,-21,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-21 23:00:00+00:00,Los Angeles Lakers,Orlando Magic,105,104,0,-1,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-21 23:00:00+00:00,Cleveland Cavaliers,New Orleans Pelicans,111,106,0,-5,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-21 23:00:00+00:00,Memphis Grizzlies,Charlotte Hornets,101,124,1,23,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-21,2026-03-22 00:00:00+00:00,Golden State Warriors,Atlanta Hawks,110,126,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-22,2026-03-22 21:00:00+00:00,Portland Trail Blazers,Denver Nuggets,112,128,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-22,2026-03-22 22:00:00+00:00,Brooklyn Nets,Sacramento Kings,122,126,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-22,2026-03-22 23:30:00+00:00,Washington Wizards,New York Knicks,113,145,1,32,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-22,2026-03-23 00:00:00+00:00,Minnesota Timberwolves,Boston Celtics,102,92,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-22,2026-03-23 01:00:00+00:00,Toronto Raptors,Phoenix Suns,98,120,1,22,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-24 01:00:00+00:00,Toronto Raptors,Utah Jazz,143,127,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-24 02:30:00+00:00,Milwaukee Bucks,Los Angeles Clippers,96,129,1,33,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-24 01:30:00+00:00,Golden State Warriors,Dallas Mavericks,137,131,0,-6,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-24 00:00:00+00:00,Houston Rockets,Chicago Bulls,124,132,1,8,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-24 02:00:00+00:00,Brooklyn Nets,Portland Trail Blazers,99,134,1,35,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-23 23:00:00+00:00,Oklahoma City Thunder,Philadelphia 76ers,123,103,0,-20,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-23 23:00:00+00:00,Indiana Pacers,Orlando Magic,128,126,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-23 23:00:00+00:00,San Antonio Spurs,Miami Heat,136,111,0,-25,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-23 23:30:00+00:00,Memphis Grizzlies,Atlanta Hawks,107,146,1,39,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-23,2026-03-23 23:00:00+00:00,Los Angeles Lakers,Detroit Pistons,110,113,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-24,2026-03-24 23:00:00+00:00,Sacramento Kings,Charlotte Hornets,90,134,1,44,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-24,2026-03-24 23:30:00+00:00,New Orleans Pelicans,New York Knicks,116,121,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-24,2026-03-25 00:00:00+00:00,Orlando Magic,Cleveland Cavaliers,131,136,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-24,2026-03-25 03:00:00+00:00,Denver Nuggets,Phoenix Suns,125,123,0,-2,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-26 02:00:00+00:00,Milwaukee Bucks,Portland Trail Blazers,99,130,1,31,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-26 02:00:00+00:00,Brooklyn Nets,Golden State Warriors,106,109,1,3,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-26 02:00:00+00:00,Dallas Mavericks,Denver Nuggets,135,142,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-26 01:30:00+00:00,Houston Rockets,Minnesota Timberwolves,108,110,1,2,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-26 01:00:00+00:00,Washington Wizards,Utah Jazz,133,110,0,-23,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-25 23:00:00+00:00,Los Angeles Lakers,Indiana Pacers,137,130,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-25 23:30:00+00:00,Miami Heat,Cleveland Cavaliers,120,103,0,-17,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-25 23:30:00+00:00,Oklahoma City Thunder,Boston Celtics,109,119,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-25 23:00:00+00:00,Chicago Bulls,Philadelphia 76ers,137,157,1,20,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-26 02:30:00+00:00,Toronto Raptors,Los Angeles Clippers,94,119,1,25,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-25 23:00:00+00:00,Atlanta Hawks,Detroit Pistons,130,129,0,-1,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-25,2026-03-26 00:00:00+00:00,San Antonio Spurs,Memphis Grizzlies,123,98,0,-25,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-26,2026-03-26 23:00:00+00:00,Sacramento Kings,Orlando Magic,117,121,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-26,2026-03-26 23:00:00+00:00,New York Knicks,Charlotte Hornets,103,114,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-26,2026-03-26 23:00:00+00:00,New Orleans Pelicans,Detroit Pistons,108,129,1,21,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-28 02:30:00+00:00,Brooklyn Nets,Los Angeles Lakers,99,116,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-28 02:00:00+00:00,Dallas Mavericks,Portland Trail Blazers,100,93,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-28 01:00:00+00:00,Utah Jazz,Denver Nuggets,129,135,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-28 00:30:00+00:00,New Orleans Pelicans,Toronto Raptors,106,119,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-28 02:00:00+00:00,Washington Wizards,Golden State Warriors,126,131,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-28 00:00:00+00:00,Houston Rockets,Memphis Grizzlies,119,109,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-27 23:30:00+00:00,Miami Heat,Cleveland Cavaliers,128,149,1,21,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-27 23:30:00+00:00,Atlanta Hawks,Boston Celtics,102,109,1,7,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-27 23:00:00+00:00,Los Angeles Clippers,Indiana Pacers,114,113,0,-1,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-27,2026-03-28 00:00:00+00:00,Chicago Bulls,Oklahoma City Thunder,113,131,1,18,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-28,2026-03-29 02:00:00+00:00,Utah Jazz,Phoenix Suns,109,134,1,25,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-28,2026-03-28 19:00:00+00:00,San Antonio Spurs,Milwaukee Bucks,127,95,0,-32,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-28,2026-03-28 21:30:00+00:00,Detroit Pistons,Minnesota Timberwolves,109,87,0,-22,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-28,2026-03-28 22:00:00+00:00,Philadelphia 76ers,Charlotte Hornets,118,114,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-28,2026-03-28 23:30:00+00:00,Sacramento Kings,Atlanta Hawks,113,123,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-28,2026-03-29 00:00:00+00:00,Chicago Bulls,Memphis Grizzlies,124,125,1,1,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-29,2026-03-30 02:00:00+00:00,Golden State Warriors,Denver Nuggets,93,116,1,23,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-29,2026-03-29 23:00:00+00:00,Houston Rockets,New Orleans Pelicans,134,102,0,-32,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-29,2026-03-29 23:30:00+00:00,New York Knicks,Oklahoma City Thunder,100,111,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-29,2026-03-29 22:00:00+00:00,Orlando Magic,Toronto Raptors,87,139,1,52,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-29,2026-03-29 21:00:00+00:00,Miami Heat,Indiana Pacers,118,135,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-29,2026-03-29 22:00:00+00:00,Boston Celtics,Charlotte Hornets,114,99,0,-15,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-29,2026-03-29 22:00:00+00:00,Sacramento Kings,Brooklyn Nets,99,116,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-29,2026-03-29 19:30:00+00:00,Los Angeles Clippers,Milwaukee Bucks,127,113,0,-14,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-29,2026-03-29 22:00:00+00:00,Washington Wizards,Portland Trail Blazers,88,123,1,35,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-30,2026-03-30 23:00:00+00:00,Philadelphia 76ers,Miami Heat,109,119,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-30,2026-03-30 23:30:00+00:00,Boston Celtics,Atlanta Hawks,102,112,1,10,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-30,2026-03-31 00:00:00+00:00,Phoenix Suns,Memphis Grizzlies,131,105,0,-26,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-30,2026-03-31 00:00:00+00:00,Chicago Bulls,San Antonio Spurs,114,129,1,15,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-30,2026-03-31 00:30:00+00:00,Minnesota Timberwolves,Dallas Mavericks,124,94,0,-30,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-30,2026-03-31 01:00:00+00:00,Cleveland Cavaliers,Utah Jazz,122,113,0,-9,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-30,2026-03-31 01:30:00+00:00,Detroit Pistons,Oklahoma City Thunder,110,114,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-30,2026-03-31 02:00:00+00:00,Washington Wizards,Los Angeles Lakers,101,120,1,19,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-31,2026-04-01 02:30:00+00:00,Cleveland Cavaliers,Los Angeles Lakers,113,127,1,14,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-31,2026-04-01 00:00:00+00:00,Dallas Mavericks,Milwaukee Bucks,99,123,1,24,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-31,2026-04-01 00:00:00+00:00,New York Knicks,Houston Rockets,94,111,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-31,2026-04-01 03:00:00+00:00,Portland Trail Blazers,Los Angeles Clippers,114,104,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-31,2026-03-31 23:30:00+00:00,Charlotte Hornets,Brooklyn Nets,117,86,0,-31,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-31,2026-03-31 23:00:00+00:00,Phoenix Suns,Orlando Magic,111,115,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-03-31,2026-04-01 00:00:00+00:00,Toronto Raptors,Detroit Pistons,116,127,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-march.html
2026-04-01,2026-04-02 02:00:00+00:00,San Antonio Spurs,Golden State Warriors,127,113,0,-14,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-01,2026-04-02 00:00:00+00:00,Sacramento Kings,Toronto Raptors,123,115,0,-8,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-01,2026-04-02 00:00:00+00:00,New York Knicks,Memphis Grizzlies,130,119,0,-11,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-01,2026-04-02 00:00:00+00:00,Milwaukee Bucks,Houston Rockets,113,119,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-01,2026-04-02 01:00:00+00:00,Denver Nuggets,Utah Jazz,130,117,0,-13,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-01,2026-04-01 23:30:00+00:00,Boston Celtics,Miami Heat,147,129,0,-18,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-01,2026-04-01 23:00:00+00:00,Philadelphia 76ers,Washington Wizards,153,131,0,-22,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-01,2026-04-01 23:00:00+00:00,Atlanta Hawks,Orlando Magic,130,101,0,-29,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-01,2026-04-02 00:00:00+00:00,Indiana Pacers,Chicago Bulls,145,126,0,-19,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-02,2026-04-02 23:00:00+00:00,Phoenix Suns,Charlotte Hornets,107,127,1,20,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-02,2026-04-02 23:00:00+00:00,Minnesota Timberwolves,Detroit Pistons,108,113,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-02,2026-04-03 01:30:00+00:00,Los Angeles Lakers,Oklahoma City Thunder,96,139,1,43,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-02,2026-04-03 02:00:00+00:00,Cleveland Cavaliers,Golden State Warriors,118,111,0,-7,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-02,2026-04-03 02:00:00+00:00,New Orleans Pelicans,Portland Trail Blazers,106,118,1,12,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-02,2026-04-03 02:30:00+00:00,San Antonio Spurs,Los Angeles Clippers,118,99,0,-19,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-03,2026-04-04 00:00:00+00:00,Toronto Raptors,Memphis Grizzlies,128,96,0,-32,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-03,2026-04-04 02:00:00+00:00,New Orleans Pelicans,Sacramento Kings,113,117,1,4,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-03,2026-04-04 00:00:00+00:00,Boston Celtics,Milwaukee Bucks,133,101,0,-32,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-03,2026-04-04 00:00:00+00:00,Utah Jazz,Houston Rockets,106,140,1,34,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-03,2026-04-04 00:30:00+00:00,Orlando Magic,Dallas Mavericks,138,127,0,-11,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-03,2026-04-03 23:30:00+00:00,Atlanta Hawks,Brooklyn Nets,141,107,0,-34,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-03,2026-04-03 23:00:00+00:00,Minnesota Timberwolves,Philadelphia 76ers,103,115,1,12,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-03,2026-04-03 23:00:00+00:00,Indiana Pacers,Charlotte Hornets,108,129,1,21,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-03,2026-04-03 23:30:00+00:00,Chicago Bulls,New York Knicks,96,136,1,40,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-04,2026-04-04 19:00:00+00:00,San Antonio Spurs,Denver Nuggets,134,136,1,2,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-04,2026-04-04 19:00:00+00:00,Washington Wizards,Miami Heat,136,152,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-04,2026-04-04 23:00:00+00:00,Detroit Pistons,Philadelphia 76ers,116,93,0,-23,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-06 02:00:00+00:00,Houston Rockets,Golden State Warriors,117,116,0,-1,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-06 01:00:00+00:00,Los Angeles Clippers,Sacramento Kings,138,109,0,-29,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-05 23:30:00+00:00,Los Angeles Lakers,Dallas Mavericks,128,134,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-05 23:00:00+00:00,Utah Jazz,Oklahoma City Thunder,111,146,1,35,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-05 23:00:00+00:00,Orlando Magic,New Orleans Pelicans,112,108,0,-4,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-05 19:30:00+00:00,Phoenix Suns,Chicago Bulls,120,110,0,-10,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-05 22:00:00+00:00,Indiana Pacers,Cleveland Cavaliers,108,117,1,9,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-05 19:30:00+00:00,Memphis Grizzlies,Milwaukee Bucks,115,131,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-05 19:30:00+00:00,Washington Wizards,Brooklyn Nets,115,121,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-05 19:30:00+00:00,Toronto Raptors,Boston Celtics,101,115,1,14,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-05,2026-04-05 23:00:00+00:00,Charlotte Hornets,Minnesota Timberwolves,122,108,0,-14,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-06,2026-04-07 01:00:00+00:00,Portland Trail Blazers,Denver Nuggets,132,137,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-06,2026-04-07 00:00:00+00:00,Cleveland Cavaliers,Memphis Grizzlies,142,126,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-06,2026-04-07 00:00:00+00:00,Philadelphia 76ers,San Antonio Spurs,102,115,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-06,2026-04-06 23:00:00+00:00,New York Knicks,Atlanta Hawks,108,105,0,-3,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-06,2026-04-06 23:00:00+00:00,Detroit Pistons,Orlando Magic,107,123,1,16,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-08 03:00:00+00:00,Houston Rockets,Phoenix Suns,119,105,0,-14,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-08 02:30:00+00:00,Dallas Mavericks,Los Angeles Clippers,103,116,1,13,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-08 02:00:00+00:00,Sacramento Kings,Golden State Warriors,105,110,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-08 00:00:00+00:00,Utah Jazz,New Orleans Pelicans,137,156,1,19,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-08 02:30:00+00:00,Oklahoma City Thunder,Los Angeles Lakers,123,87,0,-36,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-07 23:30:00+00:00,Miami Heat,Toronto Raptors,95,121,1,26,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-07 23:30:00+00:00,Milwaukee Bucks,Brooklyn Nets,90,96,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-07 23:00:00+00:00,Chicago Bulls,Washington Wizards,129,98,0,-31,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-07 23:00:00+00:00,Minnesota Timberwolves,Indiana Pacers,124,104,0,-20,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-07,2026-04-08 00:00:00+00:00,Charlotte Hornets,Boston Celtics,102,113,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-08,2026-04-08 23:00:00+00:00,Atlanta Hawks,Cleveland Cavaliers,116,122,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-08,2026-04-08 23:00:00+00:00,Milwaukee Bucks,Detroit Pistons,111,137,1,26,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-08,2026-04-08 23:00:00+00:00,Minnesota Timberwolves,Orlando Magic,120,132,1,12,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-08,2026-04-09 01:00:00+00:00,Memphis Grizzlies,Denver Nuggets,119,136,1,17,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-08,2026-04-09 01:30:00+00:00,Portland Trail Blazers,San Antonio Spurs,101,112,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-08,2026-04-09 02:00:00+00:00,Oklahoma City Thunder,Los Angeles Clippers,128,110,0,-18,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-08,2026-04-09 02:00:00+00:00,Dallas Mavericks,Phoenix Suns,107,112,1,5,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-09,2026-04-10 02:00:00+00:00,Los Angeles Lakers,Golden State Warriors,119,103,0,-16,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-09,2026-04-10 00:00:00+00:00,Philadelphia 76ers,Houston Rockets,102,113,1,11,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-09,2026-04-09 23:30:00+00:00,Boston Celtics,New York Knicks,106,112,1,6,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-09,2026-04-09 23:00:00+00:00,Chicago Bulls,Washington Wizards,119,108,0,-11,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
2026-04-09,2026-04-09 23:00:00+00:00,Miami Heat,Toronto Raptors,114,128,1,14,https://www.basketball-reference.com/leagues/NBA_2026_games-april.html
